pair_id	premise	hypothesis	annotation_1	comment_1	annotator1_id	annotation_2	comment_2	annotator2_id	annotation_3	comment_3	annotator3_id	annotation_FINAL	label
P4031	• Otroci opišejo narisane pravljične junake in predmete na slikah v učbeniku.	• Odrasli narišejo protagoniste zgodbe, vizualizirane s pomočjo fotografij, ki jih vsebuje knjiga.	C		annotator_C	C		annotator_A				C	contradiction
P4032	• Otroci opišejo narisane pravljične junake in predmete na slikah v učbeniku.	Otroci morajo opisati stvari in osebe, ki so ilustrirane v knjigi.	E		initial-examples	E		annotator_A				E	entailment
P4033	• Otroci opišejo narisane pravljične junake in predmete na slikah v učbeniku.	• Malčki z besedami predstavijo v učnem gradivu upodobljene fiktivne like in stvari.	E		annotator_C	E		annotator_A				E	entailment
P4034	• Otroci opišejo narisane pravljične junake in predmete na slikah v učbeniku.	Pozorni morajo biti na podrobnosti, s katerimi se liki razlikujejo.	N		initial-examples	N		annotator_B				N	neutral
P4035	• Otroci opišejo narisane pravljične junake in predmete na slikah v učbeniku.	Pri tej vaji se osredotočajo le na učbeniško besedilo.	C		initial-examples	C		annotator_C				C	contradiction
P4036	• Otroci opišejo narisane pravljične junake in predmete na slikah v učbeniku.	• Otroci govorijo o ribicah, ki se nahajajo med besedilom v učbeniku.	N		annotator_C	N		annotator_G				N	neutral
P4037	Oče Tony Richardson je umrl leta 1991 za posledicami aidsa, z ženo pa sta se ločila, ko je imela hčerka štiri leta.	Duhovnik Tony Richardson, ki je po ločitvi od žene in hčerke živel samsko življenje, je umrl zaradi aidsa.	N		annotator_A	N		annotator_C				N	neutral
P4038	Oče Tony Richardson je umrl leta 1991 za posledicami aidsa, z ženo pa sta se ločila, ko je imela hčerka štiri leta.	Virus aids je terjal življenje Tonyja Richardsona, ki se je že pred tem ločil od žene in zapustil svojo 4-letno hčer.	E		annotator_A	E		annotator_D				E	entailment
P4039	Oče Tony Richardson je umrl leta 1991 za posledicami aidsa, z ženo pa sta se ločila, ko je imela hčerka štiri leta.	Hči Tonyja Richardsona je očeta izgubila pri 4 letih, kmalu po tem, ko sta se z mamo ločila.	C		annotator_A	C		annotator_I				C	contradiction
P4040	Pečeno testo premažemo s čokoladno kremo, čez pa polijemo pomarančno kremo.	Biskvit namažemo z dvema različnima kremama - eno čokoladno in eno sadno.	N		annotator_B	E		annotator_A	N		annotator_C	N	neutral
P4041	Pečeno testo premažemo s čokoladno kremo, čez pa polijemo pomarančno kremo.	Ko je biskvit pečen, nanj namažemo kremo iz čokolade, čez to pa prelijemo še pomarančno kremo.	E		annotator_B	E		annotator_D				E	entailment
P4042	Pečeno testo premažemo s čokoladno kremo, čez pa polijemo pomarančno kremo.	Še na surovo testo prelijemo najprej pomarančno in nato čokoladno kremo, potem pa damo vse skupaj v pečico.	C		annotator_B	C		annotator_G				C	contradiction
P4043	Hrbtna plavut je temna, repna je sivkasta in razcepljena, spodnje plavuti so enotne sive barve.	Plavut na hrbtu je svetla, na repu se pozna sledove modre barve, spodaj pa se modra preliva po celem.	C		annotator_F	C		annotator_A				C	contradiction
P4044	Hrbtna plavut je temna, repna je sivkasta in razcepljena, spodnje plavuti so enotne sive barve.	Izrastek za plavanje na hrbtu je teman, na repu dobi sivine in dvodelnost, spodaj je povsem siv.	E		annotator_F	E		annotator_B				E	entailment
P4045	Hrbtna plavut je temna, repna je sivkasta in razcepljena, spodnje plavuti so enotne sive barve.	Plavuti so ene barve, zgornja se pojavlja v odtenku, na repu pridobiva lastno barvo, spodnja pa je poenotena.	N		annotator_F	N	Dokaj nerazumljivo.	annotator_C				N	neutral
P4046	KOZE, srnaste plemenske samice in samca z rodovnikom ter golobe kinge in montežane, prodam.	Želel bi prodati koze prav posebne pasme, imajo namreč tudi rodovnik, prav tako prodajam pasemske golobe.	E		annotator_G	E		annotator_A				E	entailment
P4047	V košaro na DESNI pospravi vse barvice, tako da potegneš črte od barvic do košare.	S črtami od barvic do desne spletenke vanjo pospravi vse barvice.	E		annotator_C	E		annotator_B				E	entailment
P4048	V košaro na DESNI pospravi vse barvice, tako da potegneš črte od barvic do košare.	V levo košaro z risanjem črt od pisala do košare pospravi vse flomastre, v desno pa barvice.	N		annotator_C	N		annotator_D				N	neutral
P4049	V košaro na DESNI pospravi vse barvice, tako da potegneš črte od barvic do košare.	Barvice sodijo v košaro, ki se nahaja na levi strani, pospraviš jih tako, da potegneš črto od barvic v smeri košare.	C		annotator_C	C		annotator_G				C	contradiction
P4050	STROKOVNA ORGANA V JAVNEM VRTCU STA VZGOJITELJSKI ZBOR IN STROKOVNI AKTIV VZGOJITELJEV.	Vsi vrtci morajo v svojem vodstvu imeti tako zbor sestavljen iz vzgojiteljev kot strokovni aktiv vzgojiteljev.	N		annotator_F	N		annotator_A				N	neutral
P4051	STROKOVNA ORGANA V JAVNEM VRTCU STA VZGOJITELJSKI ZBOR IN STROKOVNI AKTIV VZGOJITELJEV.	Organa stroke znotraj državnih vrtcev sta Vzgojiteljski zbor in Strokovni aktiv vzgojiteljev.	E		annotator_F	E		annotator_B				E	entailment
P4052	STROKOVNA ORGANA V JAVNEM VRTCU STA VZGOJITELJSKI ZBOR IN STROKOVNI AKTIV VZGOJITELJEV.	V okviru zasebnih vrtcev sta strokovni skupini zbor vzgojiteljev in Strokovni aktiv vzgojiteljev.	C		annotator_F	C		annotator_D				C	contradiction
P4053	Laserski tiskalniki nudijo viskoko kakovost in uporabljajo navaden tipkarski papir, vendar so počasni in dragi, še posebni barvni.	Tiskalniki, ki delujejo s pomočjo laserja, so izjemno nekvalitetni, zanje potrebujemo tudi poseben papir, so pa zelo hitri in poceni, zlasti črno-beli.	C		annotator_D	C		annotator_A				C	contradiction
P4054	Laserski tiskalniki nudijo viskoko kakovost in uporabljajo navaden tipkarski papir, vendar so počasni in dragi, še posebni barvni.	Tiskalniki, ki delujejo s pomočjo laserja, so izjemno kvalitetni in potrebujejo običajen papir za tiskanje, a za tisk potrebujejo veliko časa, poleg tega mora zanje človek pošteno seči v žep, zlasti za barvne, zato danes niso najbolj priljubljeni.	E		annotator_D	E		annotator_B				E	entailment
P4055	Laserski tiskalniki nudijo viskoko kakovost in uporabljajo navaden tipkarski papir, vendar so počasni in dragi, še posebni barvni.	Laserske tiskalnike uporablja večina najuspešnejših tiskarskih podjetij, saj tako postanejo izjemno konkurenčni zaradi kvalitetnega tiska.	N		annotator_D	N		annotator_G				N	neutral
P4056	»Ej, stari, ej!« sem ga prekinil.	“Hej dečko, ne govori tako o njej,“ sem mu vpadel v besedo.	N		annotator_D	N		annotator_A				N	neutral
P4057	»Ej, stari, ej!« sem ga prekinil.	Skočil sem mu v besedo: “Alo, kolega!“	E		annotator_D	E		annotator_G				E	entailment
P4058	»Ej, stari, ej!« sem ga prekinil.	Molče sem ga poslušal in mu pustil, da pove do konca.	C		annotator_D	C		annotator_G				C	contradiction
P4059	Kot risalno orodje so v srednjem veku uporabljali v paličico stolčen svinec.	Za srednjeveški risalni pripomoček je služil svinec, oblikovan v tanko palčko.	E		annotator_A	E		annotator_B				E	entailment
P4060	Kot risalno orodje so v srednjem veku uporabljali v paličico stolčen svinec.	V srednjem veku so prvič uporabili svinec kot risalo, od tod še danes izraz “svinčnik“.	N		annotator_A	N		annotator_G				N	neutral
P4061	Kot risalno orodje so v srednjem veku uporabljali v paličico stolčen svinec.	Svinca nikoli niso uporabljali za pisanje ali risanje.	C		annotator_A	C		annotator_G				C	contradiction
P4062	okra potrebuje veliko toplote, zato izberemo zaveterno mesto s polnim soncem.	okra najlaže preživi v hladnejših krajih, zato jo postavimo na osojno stran, kjer bo nanjo tudi konstantno pihalo.	C		annotator_D	C		annotator_A				C	contradiction
P4063	okra potrebuje veliko toplote, zato izberemo zaveterno mesto s polnim soncem.	ker ima okra najraje toplejša območja, jo posadimo na prisojno stran, kjer je tudi malo vetra.	E		annotator_D	E		annotator_A				E	entailment
P4064	okra potrebuje veliko toplote, zato izberemo zaveterno mesto s polnim soncem.	okra poleg dovolj toplote potrebuje tudi veliko vode, če je ne zalivamo pogosto, se zlahka posuši.	N		annotator_D	N		annotator_B				N	neutral
P4065	Virus citalomegalo v telesu spodbuja proizvajanje protiteles naravnega obrambnega sistema organizma.	Za protitelesa naravnega obrambnega sistema organizma je ključen virus citalomegalo.	N		annotator_B	E		annotator_G	E		annotator_C	E	entailment
P4066	Virus citalomegalo v telesu spodbuja proizvajanje protiteles naravnega obrambnega sistema organizma.	Pomanjkanje virusa citalomegalo vpliva na slabše proizvajanje protiteles naravnega obrambnega sistema organizma.	E		annotator_B	E		annotator_A				E	entailment
P4067	Virus citalomegalo v telesu spodbuja proizvajanje protiteles naravnega obrambnega sistema organizma.	Virus citalomegalo ima sicer za naše telo pomembno funkcijo, vendar pa ne sodeluje pri procesu proizvajanja protiteles naravnega obrambnega sistema organizma.	C		annotator_B	C		annotator_G				C	contradiction
P4068	Sledi spust po makadamski cesti, ki zlagoma preide v kolovoz.	Vas je precej odročna; do nje lahko pridemo po makadamski cesti in kolovozu.	N		annotator_D	N		annotator_A				N	neutral
P4069	Sledi spust po makadamski cesti, ki zlagoma preide v kolovoz.	Izognemo se makadamski poti in ostanemo na asfaltirani cesti, da ne pridemo do kolovoza.	C		annotator_D	C		annotator_A				C	contradiction
P4070	Sledi spust po makadamski cesti, ki zlagoma preide v kolovoz.	Nato gremo po neasfaltirani poti, ta se nadaljuje v kolovoz.	E		annotator_D	E		annotator_G				E	entailment
P4071	Prispevki morajo biti opremljeni s polnim imenom in naslovom odgovorne fizične osebe (tudi v primeru institucij, organizacij, društev ...).	Če organizacija oz. fizična oseba, ki je odgovorna za podane prispevke, želi iz katerega koli razloga ostati anonimna, se njeni želji pri tem ugodi.	C		annotator_A	C		annotator_B				C	contradiction
P4072	Prispevki morajo biti opremljeni s polnim imenom in naslovom odgovorne fizične osebe (tudi v primeru institucij, organizacij, društev ...).	Vse donacije, ki pridejo s strani fizične osebe, društva, organizacije ipd., morajo biti pred prevzemom strogo popisane, da so lahko tudi kasneje izsledljive.	N		annotator_A	N		annotator_C				N	neutral
P4073	Prispevki morajo biti opremljeni s polnim imenom in naslovom odgovorne fizične osebe (tudi v primeru institucij, organizacij, društev ...).	Dajatvam morajo biti priloženi tudi podatki o uradnem imenu in naslovu fizične osebe oz. institucije, ki prevzema odgovornost za donacijo.	E		annotator_A	E		annotator_D				E	entailment
P4074	A zdelo se mi je pravilno, da počakam.“	“Moral sem sprejeti odločitev, ali počakati ali ne.“	N		annotator_B	E		annotator_D	N		annotator_C	N	neutral
P4075	A zdelo se mi je pravilno, da počakam.“	“Mislila sem, da je bolje, da si vzamem čas.“	E		annotator_B	E		annotator_D				E	entailment
P4076	A zdelo se mi je pravilno, da počakam.“	“Zdelo se mi je bolj prav, da to storim takoj.“	C		annotator_B	C		annotator_G				C	contradiction
P4077	Delovni zvezek 1 je del didaktičnega kompleta za laboratorijsko delo Praktična kemija.	Delovni zvezek 1 je mogoče kopiti samo ločeno, ne spada v noben trenutno prodajan didaktični komplet.	C		annotator_A	C		annotator_B				C	contradiction
P4078	Delovni zvezek 1 je del didaktičnega kompleta za laboratorijsko delo Praktična kemija.	Ob nakupu kompleta za delo v laboratoriju z nazivom Praktična kemija v paketu prejmete še Delovni zvezek 1.	E		annotator_A	E		annotator_C				E	entailment
P4079	Delovni zvezek 1 je del didaktičnega kompleta za laboratorijsko delo Praktična kemija.	Založba, ki je zasnovala didaktični komplet Praktična kemija, se je odločila, da kupcem v paketu podari še delovni zvezek.	N		annotator_A	N		annotator_D				N	neutral
P4080	»To je pa dolga pot,« je rekel.	Povedal mi je, da je pot dolga in dolgočasna, gre povsem po ravnem.	N		annotator_D	N		annotator_B				N	neutral
P4081	»To je pa dolga pot,« je rekel.	Dejal je: “Ravno smo začeli hoditi, pa smo že pri koncu poti.“	C		annotator_D	C		annotator_B				C	contradiction
P4082	»To je pa dolga pot,« je rekel.	Pripomnil je, da pot ni ravno kratka.	E		annotator_D	E		annotator_C				E	entailment
P4083	Licenčnine in avtorski honorarji, ki nastanejo v državi pogodbenici in se izplačujejo rezidentu v drugi državi pogodbenici, se lahko obdavčujejo v tej drugi državi.	Če pisatelj v eni državi pogodbenici napiše knjigo, lahko davke plačuje tudi v drugi državi pogodbenici, če se tako odloči.	N		annotator_D	N		annotator_A				N	neutral
P4084	Licenčnine in avtorski honorarji, ki nastanejo v državi pogodbenici in se izplačujejo rezidentu v drugi državi pogodbenici, se lahko obdavčujejo v tej drugi državi.	Kdro živi v eni državi in dela ter prejema licenčnino in avtorski honorar v drugi, mora nujno plačevati davke v državi, v kateri izplačila nastanejo, in nikakor v deželi svojega bivanja.	C		annotator_D	C	Zatipek.	annotator_A				C	contradiction
P4085	Licenčnine in avtorski honorarji, ki nastanejo v državi pogodbenici in se izplačujejo rezidentu v drugi državi pogodbenici, se lahko obdavčujejo v tej drugi državi.	Davki na avtorske honorarje ter licenčnine se lahko izplačajo državi, v kateri prejemnik plačila prebiva, in ne nujno v državi, v kateri njegovo delo nastaja.	E		annotator_D	E		annotator_B				E	entailment
P4086	Ko se ličinka v jajčecu razvije, odrine čepek, prileze ven in poišče hrano.	Samo že popolnoma razvite ličinke si lahko same priskrbijo hrano.	N		annotator_B	E		annotator_D	N		annotator_C	N	neutral
P4087	Ko se ličinka v jajčecu razvije, odrine čepek, prileze ven in poišče hrano.	Razvita ličinka v jajčecu odrine čepek in tam ostane.	C		annotator_B	C		annotator_A				C	contradiction
P4088	Ko se ličinka v jajčecu razvije, odrine čepek, prileze ven in poišče hrano.	Da ličinka pride iz jajčeca in si priskrbi hrano, mora biti prej popolnoma razvita in mora tudi odriniti čepek.	E		annotator_B	E		annotator_G				E	entailment
P4089	Klik deluje 24 ur na dan, vse dni v letu.	Klik je registriranim uporabnikom razpoložljiv vsak trenutek dneva.	N		annotator_A	E		annotator_B	N		annotator_C	N	neutral
P4090	Klik deluje 24 ur na dan, vse dni v letu.	Uporaba aplikacije je mogoča 365 dni na leto.	E		annotator_A	E		annotator_D				E	entailment
P4091	Klik deluje 24 ur na dan, vse dni v letu.	Aplikacija je dostopna kadarkoli razen ob nedeljah in praznikih.	C		annotator_A	C		annotator_G				C	contradiction
P4092	Izberemo črto, ki ju povezuje, in pritisnemo Del.	Če želimo izbrisati črto, ne smemo pritisniti tipke Del.	C		annotator_G	C		annotator_A				C	contradiction
P4093	Izberemo črto, ki ju povezuje, in pritisnemo Del.	Računalniška tipka delete na tipkovnici običajno služi brisanju entitet.	N		annotator_G	N		annotator_B				N	neutral
P4094	Izberemo črto, ki ju povezuje, in pritisnemo Del.	Kliknemo črto, ki povezuje tabeli, in pritisnemo Del.	E		annotator_G	E		annotator_D				E	entailment
P4095	Nosil je dolgo suknjo brez ovratnika, prevezano s široko prepasico, na nogah pa je imel usnjene škornje.	Gozdni mož je imel oblečeno dolgo suknjo in velike usnjene škornje, izgledal je grozljivo.	N		annotator_D	N		annotator_A				N	neutral
P4096	Nosil je dolgo suknjo brez ovratnika, prevezano s široko prepasico, na nogah pa je imel usnjene škornje.	Oblečen je bil v dolgo suknjo, ki ni imela ovratnika in je bila zavezana s širokim pasom, obute je imel škornje iz usnja.	E		annotator_D	E		annotator_G				E	entailment
P4097	Nosil je dolgo suknjo brez ovratnika, prevezano s široko prepasico, na nogah pa je imel usnjene škornje.	Bil je povsem nag in bos.	C		annotator_D	C		annotator_G				C	contradiction
P4098	Psihološki pomen: V psihoanalizi ima klet simbolni pomen podzavesti, sanj, otroštva.	Da bi razumeli človeško duševnost, se psihoanaliza ukvarja s simbolnimi pomeni podob.	N		annotator_C	N		annotator_A				N	neutral
P4099	Psihološki pomen: V psihoanalizi ima klet simbolni pomen podzavesti, sanj, otroštva.	Psihologija simbolu kleti ne pripisuje posebnega pomena.	C		annotator_C	C		annotator_A				C	contradiction
P4100	Psihološki pomen: V psihoanalizi ima klet simbolni pomen podzavesti, sanj, otroštva.	Z vidika duševnosti podpodje v psihoanalizi na simbolični ravni predstavlja podzavest, sanje in otroštvo.	E	Pomanjkanje konteksta (morda gre za naštevanje)?	annotator_C	E		annotator_B				E	entailment
P4101	V sanjah je videla njegov lepi obraz in izraz ljubezni v njegovih očeh.	Zbudila se je in ugotovila, da so sanje resnične: bil je tam, ob njej.	N		annotator_D	N		annotator_A				N	neutral
P4102	V sanjah je videla njegov lepi obraz in izraz ljubezni v njegovih očeh.	Med spanjem je uzrla njegovo čudovito obličje in iz njegovega izraza razbrala, da jo ljubi.	E		annotator_D	E		annotator_C				E	entailment
P4103	V sanjah je videla njegov lepi obraz in izraz ljubezni v njegovih očeh.	Njegov strašljiv in grd ksiht, iz katerega je zevalo sovraštvo, jo je preganjal v nočnih morah.	C		annotator_D	C		annotator_G				C	contradiction
P4104	Za dobro držo so potrebne močne hrbtne in trebušne mišice.	Lepo se lahko držimo, tudi če so mišice na sprednjem in zadnjem delu trupa šibke.	C		annotator_D	C		annotator_A				C	contradiction
P4105	Za dobro držo so potrebne močne hrbtne in trebušne mišice.	Da se držimo zravnano, moramo imeti mišičast hrbet in trebuh.	E		annotator_D	E		annotator_B				E	entailment
P4106	Za dobro držo so potrebne močne hrbtne in trebušne mišice.	Kar nekajkrat tedensko moramo obiskati fitnes, le tako bomo dovolj močni za lepo in primerno držo.	N		annotator_D	N		annotator_G				N	neutral
P4107	Nato je odločno zakoračil v strmo spuščajoč se rov, ki je bil napol zakrit z algami.	Hodil je toliko časa, da je prišel do prave lokacije, kjer je v obliki ogromne odprtine zagledal strašni predor.	N		annotator_G	N		annotator_A				N	neutral
P4108	Nato je odločno zakoračil v strmo spuščajoč se rov, ki je bil napol zakrit z algami.	Precej samozavestno se je podal v strm predor, ki je bil globoko poraščen z morskim rastlinjem.	E		annotator_G	E		annotator_A				E	entailment
P4109	A kot Simon advokat, gotovo tog, tako vdano mi stoka.	Tako kot odvetnik Simon tudi tožilec Damjan ob neuspehu vselej tarna.	N		annotator_D	E		annotator_G	N		annotator_C	N	neutral
P4110	A kot Simon advokat, gotovo tog, tako vdano mi stoka.	Nasprotno od odvetnika Simona ta ne da glasu od sebe in nikoli ne jamra.	C		annotator_D	C		annotator_A				C	contradiction
P4111	A kot Simon advokat, gotovo tog, tako vdano mi stoka.	Tako kot napeti odvetnik Simon tudi on predano tarna.	E		annotator_D	E		annotator_G				E	entailment
P4112	V posodi s premičnim batom se bo prostornina plina pri segrevanju povečala pri nespremenjenem tlaku plina.	Če posodo, v kateri je nefiksiran bat, segrejemo, ne da bi spremenili tlak plina, se bo volumen plina v posodi povečal.	E		annotator_A	E		annotator_D				E	entailment
P4113	V posodi s premičnim batom se bo prostornina plina pri segrevanju povečala pri nespremenjenem tlaku plina.	Če želimo povečati prostornino plina, ki je ujet v posodi s premičnim batom, za to rabimo plinski gorilnik.	N		annotator_A	E		annotator_B	N		annotator_C	N	neutral
P4114	V posodi s premičnim batom se bo prostornina plina pri segrevanju povečala pri nespremenjenem tlaku plina.	Kubnina plina v posodi se ne spreminja niti ob zviševanju temperature in nespremenljivem tlaku.	C		annotator_A	C		annotator_C				C	contradiction
P4115	»To so bile tiste, ki jim ni šlo prav dobro.	“Tiste, ki so bile manj uspešne.“	N		annotator_B	E		annotator_D	E		annotator_C	E	entailment
P4116	»To so bile tiste, ki jim ni šlo prav dobro.	“To so bile tiste, ki jim je šlo bolj slabo.“	E		annotator_B	E		annotator_G				E	entailment
P4117	»To so bile tiste, ki jim ni šlo prav dobro.	“Tiste so bile, ki jim je šlo vrhunsko.“	C		annotator_B	C		annotator_G				C	contradiction
P4118	Do uveljavitve predpisov o davčnem postopku se določbe 45. člena tega zakona nanašajo na zasebnike.	Dokler ne pride do sprememb v zvezi s predpisi o davčnem postopku, določbe, navedene v 45. členu, zaobjemajo le zasebnike.	E		annotator_A	E		annotator_C				E	entailment
P4119	Do uveljavitve predpisov o davčnem postopku se določbe 45. člena tega zakona nanašajo na zasebnike.	Do težko pričakovane spremembe predpisov o davčnem postopku bo veljala določba samo za novoustanovljene zasebnike.	N		annotator_A	N		annotator_C				N	neutral
P4120	Do uveljavitve predpisov o davčnem postopku se določbe 45. člena tega zakona nanašajo na zasebnike.	Po trenutno veljavnem predpisu se določbe 45. člena o davčnem postopku nanašajo le na javni sektor, ne pa na zasebnike.	C		annotator_A	C		annotator_D				C	contradiction
P4121	Pravi, da je bilo od začetka težko, zdaj pa se je že navadila.	Rekla je, da se je po začetnem težkem obdobju že privadila na situacijo.	E		annotator_C	E		annotator_A				E	entailment
P4122	Pravi, da je bilo od začetka težko, zdaj pa se je že navadila.	“Nikoli se ne moreš navaditi na to, saj je prehudo“ reče.	C		annotator_C	C		annotator_B				C	contradiction
P4123	Pravi, da je bilo od začetka težko, zdaj pa se je že navadila.	Pravi, da je bilo v začetku zelo hudo, a se je z leti navadila živeti z boleznijo.	N		annotator_C	N		annotator_D				N	neutral
P4124	potrebujeŠ: Škarje, lepilo iN ČiMveČ MajhNih predMetov. uporabiŠ lahko ŠilČke, radirke, razliČNe kocke (leseNe, lego …), pokrovČke, MajhNe Škatlice iN podobNo.	Za ustvarjanje boš potreboval lepilo v stiku, škarje z nazobčanim rezilom, šilček z dvema debelinama, zagotoviti pa si moraš še nabor manjših predmetov, ko so igralne kocke, pokrovčki kemičnih svinčnikov ...	N		annotator_A	E		annotator_B	N		annotator_C	N	neutral
P4125	potrebujeŠ: Škarje, lepilo iN ČiMveČ MajhNih predMetov. uporabiŠ lahko ŠilČke, radirke, razliČNe kocke (leseNe, lego …), pokrovČke, MajhNe Škatlice iN podobNo.	Priskrbeti si moraš osnovne pripomočke za ustvarjanje, kot sta lepilo in škarje, ter kup manjših predmetov, npr. radirke in šilčke, tudi pokrovčke, škatlice, kocke iz različnih materialov in še kaj.	E		annotator_A	E		annotator_C				E	entailment
P4126	potrebujeŠ: Škarje, lepilo iN ČiMveČ MajhNih predMetov. uporabiŠ lahko ŠilČke, radirke, razliČNe kocke (leseNe, lego …), pokrovČke, MajhNe Škatlice iN podobNo.	Predmeti, ki jih moraš imeti pri roki, naj bodo čim večji, nikakor na primer ne pridejo v poštev manjše škatljice, pokrovčki in podobno, ne pozabi pa tudi na selotejp in rezilo za lepenko.	C		annotator_A	C		annotator_G				C	contradiction
P4127	»Ničesar ne slišim,« je rekel, ko je še močneje napel ušesa.	Postalo mu je jasno, da ima neverjetno dobro razvit sluh.	C		annotator_E	C		annotator_A				C	contradiction
P4128	»Ničesar ne slišim,« je rekel, ko je še močneje napel ušesa.	“Nič ne slišim,” je med zobmi rekel prvemu častniku.	N		annotator_E	N		annotator_A				N	neutral
P4129	»Ničesar ne slišim,« je rekel, ko je še močneje napel ušesa.	Bolj kot se je trudil, da bi lahko razbral zvoke, manj je slišal.	E		annotator_E	E		annotator_B				E	entailment
P4130	»Kje si bil?« ga je mrko pogledal.	Vprašanje, kod je hodil, je pospremil s srepim pogledom.	E		annotator_D	E		annotator_A				E	entailment
P4131	»Kje si bil?« ga je mrko pogledal.	Le prijazno ga je pogledal, ni ga spraševal, kje se je potikal.	C		annotator_D	C		annotator_A				C	contradiction
P4132	»Kje si bil?« ga je mrko pogledal.	Ko so ga po tednih iskanja vendarle našli, ga je le mračno pogledal in vprašal: “Kam si šel?“	N		annotator_D	N		annotator_B				N	neutral
P4133	Prav nič ni kazalo, da bo pritekel za mano.	Ni izgledalo, kot da namerava pribrzeti za mano.	E		annotator_A	E		annotator_B				E	entailment
P4134	Prav nič ni kazalo, da bo pritekel za mano.	Glede na njegovo reakcijo, je najbolj verjetno, da me bo pustil oditi.	N		annotator_A	E		annotator_D	N		annotator_C	N	neutral
P4135	Prav nič ni kazalo, da bo pritekel za mano.	Tako je bilo jasno, da me bo poskušal čim hitreje ujeti.	C		annotator_A	C		annotator_B				C	contradiction
P4136	Navil ga je na leseno palčko in takega nekajkrat močno nategnil.	Navitega na palico iz lesa ga je parkrat silno nategnil.	E		annotator_D	E		annotator_A				E	entailment
P4137	Navil ga je na leseno palčko in takega nekajkrat močno nategnil.	Za kazen ga je precej hudo nalomil.	N		annotator_D	N		annotator_B				N	neutral
P4138	Navil ga je na leseno palčko in takega nekajkrat močno nategnil.	Pustil ga je pri miru in se ga ni dotikal.	C		annotator_D	C		annotator_G				C	contradiction
P4139	Pri povečani telesni in umski aktivnosti, pri neredni in enolični prehrani ter pri povečanih potrebah po vitaminih in mineralih svetujemo obložene tablete Duovit, saj vsebujejo vse najpomembnejše vitamine in minerale za zdravo življenje.	Vsaka obložena tableta Duovit vsebuje dvanajst vitaminov in šest mineralov, ki delujejo kot lovilci prostih radikalov, celice varujejo pred oksidacijskimi okvarami in tako pozitivno vplivajo tako na počutje kot tudi na energijo posameznika.	N		annotator_G	N		annotator_A				N	neutral
P4140	Pri povečani telesni in umski aktivnosti, pri neredni in enolični prehrani ter pri povečanih potrebah po vitaminih in mineralih svetujemo obložene tablete Duovit, saj vsebujejo vse najpomembnejše vitamine in minerale za zdravo življenje.	Kadar se človek odloči, da bo se več gibal, pa najsibo to psihično ali fizično, hkrati pa ne spremeni svoje prehrane, mu tablete Duovit ne morejo pomagati, saj v njih ni nobenih hranilnih snovi, ki bi lahko nadomestile te, v sadju in zelenjavi.	C		annotator_G	C		annotator_B				C	contradiction
P4141	Igralka, producentka in aktivistka Salma Hayek je v življenju najbolj ponosna na vlogo, ki jo je sprejela pred tremi leti – materinstvo!	Ko je Salma Hayek pred tremi leti rodila hčerko Valentino Palomo, pravi, da je vstopila v najboljše obdobje svojega življenja.	N		annotator_G	E		annotator_D	N		annotator_C	N	neutral
P4142	Igralka, producentka in aktivistka Salma Hayek je v življenju najbolj ponosna na vlogo, ki jo je sprejela pred tremi leti – materinstvo!	Zvezdnica Salma Hayek pravi, da je njena najpomembnejša vloga postala tista, ki jo je sprejela pred tremi leti, to pa je materinstvo.	E		annotator_G	E		annotator_A				E	entailment
P4143	Jaguarji imajo velika stopala z močnimi blazinicami, z njimi pa se hitro in tiho premikajo.	Jaguarji sodijo med najhitrejše živali na svetu, pri hitrosti jim pomagajo njihova velika stopala z blazinicami.	N		annotator_D	E		annotator_B	N		annotator_C	N	neutral
P4144	Jaguarji imajo velika stopala z močnimi blazinicami, z njimi pa se hitro in tiho premikajo.	Jaguarji s svojimi majhnimi stopalci brez ustreznih blazinic tečejo precej počasi, ob teku ne morejo prikriti hrupa.	C		annotator_D	C		annotator_C				C	contradiction
P4145	Jaguarji imajo velika stopala z močnimi blazinicami, z njimi pa se hitro in tiho premikajo.	Močne blazinice na jaguarjevih velikih stopalih mu služijo za tiho in hitro gibanje.	E		annotator_D	E		annotator_G				E	entailment
P4146	“Misliš, da bo prišla tudi njegova žena?“ je vprašala.	Začudeno je postavila vprašanje o morebitni udeležbi njegove žene.	N		annotator_C	N		annotator_A				N	neutral
P4147	“Misliš, da bo prišla tudi njegova žena?“ je vprašala.	O tem, da se bo dogodka udeležila tudi njegova žena, ni dvomila.	C		annotator_C	C		annotator_A				C	contradiction
P4148	“Misliš, da bo prišla tudi njegova žena?“ je vprašala.	Pozanimala se je, ali se utegne pojaviti tudi njegova soproga.	E		annotator_C	E		annotator_B				E	entailment
P4149	Nemška, italijanska, madžarska in bolgarska vojska so Jugoslavijo 6. aprila 1941 kljub potrditvi pristopa k paktu napadle, hrvaški ustaši pa so pod nemško in italijansko zaščito takoj po napadu razglasili Neodvisno državo Hrvaško.	Jugoslavija je bila s strani Nemčije, Madžarske, Bolgarije in Italije napadena pozno v jeseni leta 1941, čeprav je bil sklenjen pristop k paktu, pol leta za tem pa so hrvaški ustaši (saj sta jih ščitili Nemčija in Italija) imenovali Neodvisno državo Hrvaško.	C		annotator_B	C		annotator_C				C	contradiction
